CensusTract;County;Borough;TotalPop;Men;Women;Hispanic;White;Black;Native;Asian;Citizen;Income;IncomeErr;IncomePerCap;IncomePerCapErr;Poverty;ChildPoverty;Professional;Service;Office;Construction;Production;Drive;Carpool;Transit;Walk;OtherTransp;WorkAtHome;MeanCommute;Employed;PrivateWork;PublicWork;SelfEmployed;FamilyWork;Unemployment
36005014500;Bronx;Bronx;7360;3082;4278;60.03.00;00.08;36.03.00;01.01;00.02;3532;22711.0;11074.0;9229.00.00;1404.00.00;50.04.00;58.06.00;12.07;48.04.00;21.02;04.03;13.05;13.06;08.07;69.00.00;08.07;00.00;00.00;52.04.00;1952;75.07.00;21.03;03.00;00.00;21.05
36005014701;Bronx;Bronx;7023;3129;3894;52.08.00;01.02;45.06.00;00.00;00.00;3729;14334.0;4251.00.00;8401.00.00;1956.00.00;61.00.00;68.03.00;13.01;53.07.00;23.00;04.08;05.04;09.02;01.03;78.07.00;08.02;00.00;02.06;46.00.00;1735;74.04.00;22.00;03.06;00.00;24.08.00
36005014702;Bronx;Bronx;5243;2148;3095;59.04.00;00.04;39.00.00;00.00;00.00;2899;17782.0;2306.00.00;7962.00.00;1099.00.00;57.08.00;79.00.00;12.04;51.02.00;23.05;03.08;09.01;04.08;01.03;80.09.00;10.00;00.08;02.02;44.09.00;1436;88.06.00;09.08;01.05;00.00;19.07
36005014900;Bronx;Bronx;4348;2140;2208;59.01.00;02.03;35.02.00;00.00;00.02;2399;27212.0;7590.00.00;12449.0;1544.00.00;48.05.00;53.08.00;17.06;34.02.00;25.02.00;11.06;11.03;32.07.00;04.03;52.09.00;02.09;03.01;04.02;41.06.00;1430;77.00.00;11.00;12.00;00.00;18.01
36005015100;Bronx;Bronx;5458;2625;2833;56.09.00;01.03;40.04.00;00.00;00.00;2673;30339.0;4993.00.00;14429.0;1642.00.00;28.02.00;37.06.00;21.09;43.05.00;16.00;10.00;08.06;21.03;04.03;58.06.00;06.01;08.00;01.08;42.04.00;1935;82.02.00;14.03;03.05;00.00;10.04
36005015200;Bronx;Bronx;2803;1375;1428;60.07.00;26.00.00;06.00;00.00;04.05;1973;70162.0;5637.00.00;28665.0;4433.00.00;14.00;20.06;27.06.00;27.04.00;27.01.00;05.08;12.02;41.05.00;19.00;33.00.00;03.05;01.03;01.07;36.03.00;1349;71.06.00;24.03.00;04.01;00.00;08.05
36005015300;Bronx;Bronx;4466;1925;2541;52.06.00;00.07;45.05.00;00.00;00.09;2225;19630.0;5355.00.00;12812.0;2241.00.00;50.08.00;69.03.00;22.05;35.03.00;25.04.00;05.03;11.04;16.03;02.00;71.01.00;07.04;01.09;01.05;43.07.00;1539;83.00.00;13.08;03.01;00.00;15.01
36005015500;Bronx;Bronx;3178;1319;1859;80.06.00;00.05;17.01;00.00;01.01;1642;21136.0;2778.00.00;10488.0;1925.00.00;51.07.00;64.02.00;13.05;39.07.00;27.05.00;06.05;12.08;17.05;01.07;72.07.00;07.04;00.06;00.00;45.00.00;844;84.06.00;09.02;05.02;00.09;31.01.00
36005015700;Bronx;Bronx;4054;1666;2388;66.04.00;01.00;30.08.00;00.00;00.04;2026;33785.0;6549.00.00;16223.0;3145.00.00;26.07.00;34.02.00;17.03;31.09.00;19.09;19.03;11.06;16.05;01.09;71.05.00;08.04;00.02;01.04;42.08.00;1808;73.00.00;18.02;08.08;00.00;22.06
36005015800;Bronx;Bronx;1202;529;673;49.06.00;36.07.00;06.03;00.00;03.00;850;77045.0;10438.0;32964.0;5646.00.00;11.05;10.04;36.07.00;22.06;25.09.00;06.03;08.05;43.04.00;06.09;38.03.00;04.04;03.09;03.02;40.08.00;567;78.03.00;16.08;04.09;00.00;07.05
36005015900;Bronx;Bronx;1420;528;892;91.02.00;00.05;06.08;00.00;01.05;929;16027.0;5922.00.00;12878.0;2925.00.00;51.00.00;57.04.00;38.03.00;34.07.00;22.01;00.00;04.09;19.07;00.00;67.06.00;11.00;00.00;01.06;46.03.00;426;84.05.00;15.03;00.02;00.00;13.01
36005016000;Bronx;Bronx;4274;2194;2080;23.01;70.08.00;00.07;00.00;03.02;2828;77216.0;22985.0;35775.0;3894.00.00;03.03;00.00;31.01.00;24.00.00;27.00.00;08.04;09.05;55.02.00;12.09;23.00;03.02;01.06;04.01;35.07.00;2148;85.03.00;13.01;01.06;00.00;06.09
36005016100;Bronx;Bronx;4140;1862;2278;71.06.00;00.06;27.02.00;00.00;00.07;2118;12467.0;6442.00.00;12532.0;2385.00.00;51.06.00;61.09.00;19.00;51.06.00;16.05;03.02;09.07;18.05;03.03;69.08.00;05.04;00.00;03.00;44.00.00;1465;69.08.00;25.05.00;04.06;00.00;17.08
36005016200;Bronx;Bronx;1969;876;1093;39.09.00;52.09.00;04.05;01.08;00.06;1424;70682.0;32797.0;22967.0;3685.00.00;14.04;22.03;29.04.00;30.03.00;25.01.00;04.06;10.06;52.02.00;04.06;32.03.00;07.05;00.00;03.04;36.02.00;824;82.00.00;17.01;00.08;00.00;09.03
36005016300;Bronx;Bronx;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;
36005016400;Bronx;Bronx;885;401;484;28.00.00;63.03.00;08.07;00.00;00.00;678;60682.0;17257.0;35090.0;12325.0;10.01;14.08;29.02.00;34.05.00;23.06;06.08;05.09;40.01.00;05.00;35.04.00;08.01;03.04;08.01;31.06.00;322;78.09.00;14.06;06.05;00.00;14.06
36005016500;Bronx;Bronx;1189;613;576;44.00.00;00.03;55.07.00;00.00;00.00;628;26645.0;9252.00.00;12860.0;2302.00.00;33.09.00;60.07.00;15.00;44.02.00;23.02;02.09;14.08;20.07;03.00;70.01.00;02.05;00.00;03.07;50.02.00;419;70.02.00;22.07;07.02;00.00;11.00
36005016600;Bronx;Bronx;2252;1061;1191;51.08.00;34.03.00;03.00;00.00;09.09;1688;63421.0;14767.0;28075.0;3892.00.00;10.02;05.02;39.03.00;19.01;24.06.00;08.01;09.00;36.01.00;07.06;45.07.00;02.03;02.06;05.07;46.03.00;992;86.01.00;10.09;03.00;00.00;09.01
36005016700;Bronx;Bronx;2733;1228;1505;45.02.00;01.02;52.07.00;00.00;00.00;1363;27222.0;5912.00.00;9971.00.00;1118.00.00;43.08.00;49.08.00;18.00;36.04.00;22.05;03.02;19.09;19.05;04.01;68.02.00;03.00;02.05;02.07;43.05.00;863;76.01.00;11.02;11.01;01.05;15.05
36005016900;Bronx;Bronx;1338;620;718;42.07.00;03.00;53.09.00;00.04;00.00;881;27697.0;10117.0;14745.0;3685.00.00;39.04.00;34.05.00;19.02;32.02.00;26.00.00;09.04;13.02;28.09.00;04.05;61.00.00;05.06;00.00;00.00;40.04.00;385;82.09.00;13.02;03.09;00.00;25.02.00
36005017100;Bronx;Bronx;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;0;;;;;
36005017300;Bronx;Bronx;6301;3055;3246;61.02.00;01.00;26.09.00;03.03;06.05;3140;18720.0;5158.00.00;11124.0;1676.00.00;36.07.00;30.07.00;16.04;36.03.00;29.05.00;01.05;16.03;09.05;00.06;75.08.00;10.06;01.01;02.04;44.01.00;1850;82.09.00;08.02;08.09;00.00;17.05
36005017500;Bronx;Bronx;7004;3064;3940;58.04.00;01.06;34.09.00;02.07;00.00;3584;22000.0;8045.00.00;16132.0;5954.00.00;45.08.00;57.02.00;19.06;40.09.00;25.06.00;04.04;09.05;15.01;01.07;65.00.00;13.01;02.00;03.01;39.03.00;2270;79.08.00;13.01;05.05;01.06;14.04
36005017701;Bronx;Bronx;4946;2351;2595;62.06.00;01.02;35.07.00;00.00;00.02;2208;25022.0;9623.00.00;12870.0;3393.00.00;46.07.00;65.09.00;24.06.00;38.04.00;14.01;01.01;21.08;10.08;23.00;49.09.00;07.09;08.05;00.00;30.02.00;1485;86.06.00;07.08;05.06;00.00;15.06
36005017702;Bronx;Bronx;5388;2510;2878;65.07.00;00.05;28.09.00;00.00;02.03;2453;23485.0;4504.00.00;12008.0;2234.00.00;42.01.00;54.05.00;28.03.00;30.06.00;19.05;03.04;18.02;13.03;06.02;62.04.00;06.05;02.07;08.09;41.02.00;1850;85.05.00;07.08;06.06;00.00;15.07
36005017901;Bronx;Bronx;4661;2218;2443;69.01.00;01.01;24.02.00;03.08;01.09;2630;21376.0;4131.00.00;12459.0;2129.00.00;44.03.00;65.03.00;22.00;31.04.00;15.03;09.07;21.06;12.06;00.00;68.00.00;10.06;02.05;06.03;39.07.00;1870;71.00.00;13.04;15.06;00.00;15.07
36005017902;Bronx;Bronx;3600;1717;1883;57.06.00;00.06;38.09.00;00.00;00.00;1711;20852.0;10152.0;11097.0;2032.00.00;41.03.00;51.08.00;13.03;45.04.00;24.06.00;06.09;09.08;07.01;01.00;75.09.00;05.04;00.00;10.07;43.03.00;1405;74.09.00;12.03;12.08;00.00;13.09
36005018101;Bronx;Bronx;2921;1324;1597;51.06.00;00.00;47.01.00;00.00;00.00;1562;27371.0;3090.00.00;13799.0;2059.00.00;34.05.00;59.07.00;08.04;39.08.00;25.05.00;05.06;20.06;17.06;02.01;68.00.00;10.00;00.00;02.04;41.01.00;1293;84.05.00;10.09;04.06;00.00;12.00
36005018102;Bronx;Bronx;5626;2656;2970;54.02.00;04.06;36.05.00;00.00;04.01;2396;38250.0;3785.00.00;14801.0;2870.00.00;33.07.00;56.02.00;20.01;37.06.00;25.05.00;03.02;13.06;09.05;02.03;80.04.00;03.05;01.03;03.00;41.00.00;2363;84.02.00;06.03;09.01;00.05;14.08
36005018301;Bronx;Bronx;4202;1882;2320;56.05.00;04.04;34.07.00;00.00;02.07;2970;29987.0;2690.00.00;22383.0;3534.00.00;23.09;26.01.00;33.04.00;33.02.00;21.06;00.04;11.04;16.03;01.05;56.00.00;13.02;05.00;08.00;35.08.00;1691;77.04.00;14.01;08.05;00.00;16.03
36005018302;Bronx;Bronx;4078;1991;2087;67.04.00;02.00;28.04.00;00.00;00.05;2043;31324.0;5646.00.00;13543.0;2098.00.00;36.04.00;59.02.00;16.00;26.02.00;34.06.00;10.00;13.02;09.03;03.02;65.03.00;09.00;03.08;09.03;43.05.00;1573;90.03.00;07.01;02.06;00.00;16.08
36005018400;Bronx;Bronx;3676;1815;1861;38.05.00;54.03.00;04.02;00.00;01.00;2651;60518.0;13541.0;30463.0;3871.00.00;14.05;29.02.00;36.08.00;18.07;25.08.00;14.08;03.09;51.04.00;07.00;32.07.00;05.07;00.00;03.01;34.03.00;1765;80.04.00;14.02;05.04;00.00;07.01
36005018500;Bronx;Bronx;6885;3125;3760;53.05.00;01.05;43.08.00;00.00;00.00;3487;26496.0;7896.00.00;12708.0;1637.00.00;43.08.00;50.00.00;17.00;44.00.00;27.07.00;04.01;07.02;15.07;01.02;65.01.00;06.04;02.09;08.07;48.04.00;2336;77.07.00;16.09;05.04;00.00;19.07
36005018900;Bronx;Bronx;8304;4016;4288;74.03.00;03.05;21.05;00.01;00.02;4114;21180.0;4212.00.00;12466.0;2111.00.00;44.01.00;47.09.00;23.05;26.06.00;27.07.00;07.04;14.07;20.02;04.08;52.07.00;13.08;03.03;05.03;38.07.00;2624;83.04.00;11.09;04.07;00.00;16.07
36005019300;Bronx;Bronx;5737;2400;3337;55.07.00;00.02;44.00.00;00.00;00.02;3009;23267.0;5349.00.00;13286.0;4204.00.00;50.09.00;61.00.00;13.07;30.00.00;34.06.00;06.04;15.04;21.05;03.07;67.09.00;04.07;01.02;01.00;44.06.00;1758;80.03.00;15.05;04.02;00.00;18.07
36005019400;Bronx;Bronx;2231;1148;1083;49.09.00;25.02.00;13.06;00.00;03.02;1554;51176.0;14195.0;22916.0;4011.00.00;23.06;23.02;21.00;21.01;33.09.00;09.04;14.07;47.06.00;02.06;39.02.00;08.07;01.04;00.06;43.05.00;926;84.08.00;09.01;06.02;00.00;11.01
36005019500;Bronx;Bronx;7622;3232;4390;73.02.00;00.07;23.08;00.00;01.02;3957;26706.0;3344.00.00;14042.0;1701.00.00;34.04.00;40.04.00;15.09;47.02.00;22.04;05.01;09.04;08.02;06.00;63.03.00;12.07;02.06;07.02;40.01.00;2917;79.02.00;10.01;10.07;00.00;15.00
36005019700;Bronx;Bronx;7104;3334;3770;63.03.00;01.01;26.02.00;00.00;06.01;3113;25875.0;5225.00.00;13599.0;3561.00.00;35.07.00;44.08.00;08.01;44.08.00;28.03.00;06.01;12.06;10.05;02.01;74.03.00;07.00;03.00;03.01;40.03.00;2707;82.01.00;10.09;05.00;02.00;09.03
36005019900;Bronx;Bronx;8015;3723;4292;67.06.00;02.00;29.01.00;00.00;00.00;3600;24914.0;3073.00.00;14441.0;2108.00.00;38.01.00;47.00.00;19.09;43.03.00;23.07;02.07;10.05;15.08;04.06;72.01.00;04.06;01.02;01.06;39.02.00;3317;85.05.00;11.00;03.05;00.00;13.04
36005020000;Bronx;Bronx;4722;2312;2410;55.06.00;04.06;03.09;00.00;31.07.00;2450;44771.0;6435.00.00;19337.0;2835.00.00;27.04.00;35.09.00;19.04;35.01.00;21.04;10.06;13.05;17.04;05.07;64.04.00;05.04;03.06;03.05;50.01.00;2080;83.02.00;13.01;03.07;00.00;14.07
36005020100;Bronx;Bronx;4340;2015;2325;68.05.00;01.05;29.04.00;00.00;00.07;2182;24160.0;9036.00.00;13334.0;2331.00.00;43.00.00;55.07.00;14.02;38.09.00;27.02.00;06.04;13.03;19.01;05.02;63.02.00;04.09;00.00;07.06;37.09.00;1582;84.01.00;08.07;06.06;00.06;09.08
36005020200;Bronx;Bronx;2232;1066;1166;56.07.00;12.01;15.01;00.00;14.05;1339;38487.0;8620.00.00;19417.0;2441.00.00;25.09.00;41.04.00;20.01;27.07.00;34.02.00;06.09;11.01;27.01.00;06.04;59.06.00;04.04;00.00;02.05;45.07.00;974;84.00.00;13.02;02.07;00.01;07.00
36005020400;Bronx;Bronx;3131;1665;1466;68.05.00;05.04;11.04;00.00;11.06;1899;49519.0;8281.00.00;20723.0;3035.00.00;18.01;23.09;26.03.00;24.08.00;27.01.00;05.03;16.05;22.08;11.04;51.07.00;09.06;02.01;02.05;42.01.00;1441;74.04.00;22.01;03.05;00.00;20.05
36005020501;Bronx;Bronx;7030;3099;3931;69.08.00;00.00;30.02.00;00.00;00.00;3926;23160.0;6160.00.00;15021.0;2301.00.00;35.06.00;42.00.00;17.00;37.04.00;29.04.00;05.05;10.07;14.07;06.05;64.06.00;12.04;01.02;00.06;39.01.00;2700;83.06.00;11.05;04.09;00.00;12.06
36005020502;Bronx;Bronx;2123;983;1140;64.01.00;03.07;31.08.00;00.00;00.02;1239;15343.0;4243.00.00;16001.0;2639.00.00;43.00.00;48.08.00;22.03;18.01;35.03.00;10.08;13.05;22.08;02.06;68.00.00;02.06;01.01;02.08;45.09.00;719;86.06.00;06.07;06.07;00.00;07.09
36005020601;Bronx;Bronx;2724;1177;1547;40.02.00;03.09;13.04;00.00;36.07.00;1662;76429.0;22078.0;25477.0;4028.00.00;16.01;14.04;25.00.00;26.01.00;34.04.00;08.08;05.06;17.03;05.03;69.03.00;05.00;00.00;03.02;51.02.00;1350;83.03.00;14.04;02.03;00.00;17.02
36005020900;Bronx;Bronx;4351;2339;2012;64.01.00;02.07;32.00.00;00.00;00.02;2072;27311.0;7922.00.00;14793.0;2115.00.00;35.08.00;47.06.00;15.05;37.00.00;19.02;05.04;22.09;19.07;01.09;65.08.00;03.08;08.07;00.00;38.03.00;1932;86.05.00;11.03;01.08;00.03;11.00
36005021001;Bronx;Bronx;9254;4610;4644;38.06.00;01.05;52.06.00;00.00;05.05;6061;48396.0;3518.00.00;25239.0;2528.00.00;14.05;17.02;23.02;27.04.00;35.08.00;07.05;06.01;20.09;03.04;66.08.00;04.02;03.05;01.01;46.05.00;4623;75.02.00;19.00;05.08;00.00;11.06
36005021002;Bronx;Bronx;6416;2941;3475;28.01.00;02.05;50.09.00;00.00;14.02;4382;43313.0;7572.00.00;29947.0;4809.00.00;18.05;23.08;30.03.00;25.02.00;26.03.00;06.03;11.09;15.05;05.02;66.06.00;05.08;03.01;03.08;49.00.00;3247;76.08.00;18.09;04.03;00.00;15.04
36005021100;Bronx;Bronx;5506;2839;2667;58.01.00;00.01;41.04.00;00.00;00.01;2536;23724.0;4729.00.00;11472.0;1405.00.00;47.07.00;55.04.00;13.02;38.08.00;25.02.00;06.08;16.00;16.01;08.05;60.05.00;10.07;00.00;04.02;38.05.00;1907;87.08.00;07.05;04.07;00.00;19.01
36005021200;Bronx;Bronx;5257;2551;2706;34.04.00;01.09;36.08.00;00.00;24.06.00;3937;51443.0;3590.00.00;24552.0;3833.00.00;13.07;05.09;36.06.00;23.01;26.06.00;07.02;06.04;18.01;02.00;66.01.00;09.07;02.04;01.07;40.01.00;2399;68.00.00;25.08.00;06.02;00.00;14.07
36005021301;Bronx;Bronx;1194;549;645;78.09.00;01.08;19.03;00.00;00.00;662;16378.0;7085.00.00;15822.0;3687.00.00;48.02.00;67.06.00;18.08;43.01.00;28.04.00;02.04;07.04;16.07;01.01;59.05.00;13.06;02.08;06.03;29.09.00;462;77.05.00;19.09;02.06;00.00;13.03
36005021302;Bronx;Bronx;6061;2423;3638;50.00.00;01.00;47.05.00;00.00;01.01;2905;30362.0;6916.00.00;12748.0;1679.00.00;34.08.00;42.09.00;18.06;42.06.00;21.09;04.07;12.01;12.02;05.04;66.08.00;15.06;00.00;00.00;40.04.00;2132;80.03.00;15.04;04.03;00.00;12.09
36005021501;Bronx;Bronx;4726;2079;2647;74.00.00;01.00;21.00;00.00;02.07;2119;26076.0;4615.00.00;11505.0;1464.00.00;38.01.00;47.02.00;12.09;38.04.00;25.05.00;04.00;19.03;16.05;04.00;72.04.00;04.07;00.00;02.03;50.07.00;1532;89.00.00;07.03;03.07;00.00;12.09
36005021502;Bronx;Bronx;6013;3131;2882;75.00.00;01.07;22.07;00.00;00.00;2912;18507.0;3701.00.00;11639.0;1478.00.00;44.06.00;56.01.00;12.08;40.09.00;18.05;07.03;20.06;16.03;01.00;67.02.00;07.05;00.07;07.02;38.03.00;2225;82.08.00;09.03;07.09;00.00;16.04
36005021601;Bronx;Bronx;4137;1897;2240;64.01.00;10.04;19.01;00.00;03.05;2290;25847.0;5933.00.00;15578.0;2868.00.00;42.09.00;66.05.00;11.08;44.03.00;21.00;07.07;15.02;16.09;03.08;69.04.00;05.09;00.08;03.02;46.00.00;1622;91.01.00;05.00;03.09;00.00;19.00
36005021602;Bronx;Bronx;6243;2719;3524;39.01.00;01.04;38.07.00;00.07;15.00;4066;41487.0;5816.00.00;21913.0;2568.00.00;20.03;19.08;24.04.00;29.06.00;33.05.00;03.00;09.05;13.08;03.00;74.06.00;05.03;02.07;00.06;48.06.00;2893;72.06.00;22.08;04.06;00.00;11.02
36005021700;Bronx;Bronx;5000;2398;2602;54.05.00;01.03;43.02.00;00.05;00.00;2735;22721.0;5837.00.00;12208.0;1895.00.00;51.01.00;72.00.00;09.01;40.09.00;23.00;09.04;17.06;14.06;05.07;66.09.00;07.01;01.03;04.03;42.05.00;1960;85.07.00;04.05;08.07;01.01;14.03
36005021800;Bronx;Bronx;6882;3307;3575;64.06.00;02.09;26.09.00;00.00;05.02;3810;37303.0;12102.0;19344.0;3692.00.00;22.01;37.02.00;25.09.00;36.08.00;21.07;05.09;09.06;24.01.00;02.05;56.06.00;08.03;02.06;05.09;43.06.00;2893;73.07.00;16.06;09.01;00.06;16.06
36005021900;Bronx;Bronx;1277;617;660;91.02.00;02.01;06.07;00.00;00.00;606;31292.0;8449.00.00;15108.0;2593.00.00;29.01.00;45.05.00;15.03;35.03.00;23.04;08.08;17.03;11.05;06.06;68.08.00;07.08;03.04;01.09;42.06.00;590;81.07.00;10.03;08.00;00.00;09.01
36005022000;Bronx;Bronx;2176;1172;1004;79.05.00;00.03;14.04;01.02;04.02;599;23167.0;5153.00.00;8750.00.00;1423.00.00;52.09.00;83.04.00;09.04;39.00.00;16.02;07.02;28.03.00;05.07;03.03;81.06.00;06.07;02.07;00.00;42.00.00;842;89.07.00;04.08;05.06;00.00;19.05
36005022101;Bronx;Bronx;3884;1699;2185;77.06.00;00.00;17.06;00.00;02.07;1372;25870.0;4641.00.00;12249.0;2023.00.00;41.08.00;51.09.00;16.00;44.00.00;23.01;06.01;10.08;09.00;02.04;73.05.00;08.01;00.08;06.02;40.01.00;1553;84.09.00;12.00;03.00;00.00;11.06
36005022102;Bronx;Bronx;5010;2303;2707;77.02.00;01.05;17.06;00.00;00.04;2144;18664.0;2947.00.00;9696.00.00;1359.00.00;49.07.00;66.05.00;05.01;49.05.00;15.08;12.01;17.06;14.09;00.05;76.04.00;03.00;02.00;03.01;39.07.00;1600;85.09.00;10.06;03.06;00.00;20.05
36005022200;Bronx;Bronx;3414;1677;1737;59.05.00;04.01;16.04;00.00;18.05;1647;40331.0;11229.0;18173.0;2592.00.00;28.07.00;34.04.00;26.02.00;31.08.00;20.01;10.06;11.02;22.03;07.00;65.08.00;02.03;01.07;00.07;43.01.00;1636;87.05.00;11.05;01.00;00.00;14.00
36005022300;Bronx;Bronx;5108;2565;2543;66.02.00;02.05;28.07.00;00.00;00.00;2436;24277.0;2983.00.00;13806.0;2829.00.00;41.04.00;59.07.00;16.05;39.07.00;23.07;10.01;09.09;16.00;03.02;68.05.00;08.02;01.09;02.02;42.02.00;2032;88.05.00;07.09;03.06;00.00;15.03
36005022401;Bronx;Bronx;2652;1129;1523;66.01.00;09.00;18.07;00.00;06.00;1391;43611.0;7539.00.00;30091.0;11248.0;21.04;23.07;21.05;30.04.00;30.07.00;05.04;12.00;12.07;04.08;71.01.00;07.08;01.06;02.01;43.03.00;1230;84.02.00;12.01;03.07;00.00;17.00
36005022403;Bronx;Bronx;3502;1441;2061;68.00.00;16.05;11.00;00.00;00.00;2021;38333.0;9373.00.00;20184.0;3974.00.00;25.02.00;31.00.00;27.02.00;32.09.00;25.01.00;05.08;09.00;07.09;02.04;65.08.00;08.01;09.02;06.06;45.09.00;1557;75.00.00;17.01;07.08;00.00;15.07
36005022404;Bronx;Bronx;4187;1786;2401;46.08.00;27.09.00;18.03;00.00;04.03;2657;42070.0;8585.00.00;24555.0;3912.00.00;20.06;32.09.00;36.04.00;23.08;22.07;09.00;08.00;16.06;05.05;63.08.00;09.01;02.08;02.02;45.09.00;2151;73.02.00;24.01.00;02.06;00.00;06.04
36005022500;Bronx;Bronx;8066;3705;4361;63.08.00;00.02;33.09.00;00.00;01.08;2977;29302.0;3871.00.00;14612.0;5074.00.00;36.01.00;45.02.00;08.07;43.08.00;23.06;06.06;17.03;08.01;07.01;72.07.00;08.06;02.06;01.00;39.03.00;2849;85.02.00;07.08;07.00;00.00;15.06
36005022701;Bronx;Bronx;5917;2621;3296;64.06.00;01.08;31.09.00;00.00;01.04;3303;29426.0;3444.00.00;13012.0;1364.00.00;30.01.00;46.01.00;15.09;44.01.00;23.00;06.09;10.02;14.07;07.00;60.00.00;12.08;00.04;05.01;37.05.00;2550;82.04.00;13.02;04.04;00.00;13.02
36005022702;Bronx;Bronx;1485;853;632;52.01.00;00.00;39.05.00;00.07;04.02;767;23500.0;15325.0;15663.0;2287.00.00;34.08.00;45.08.00;18.08;25.07.00;33.07.00;07.01;14.07;11.08;00.00;68.05.00;08.01;01.05;10.01;38.01.00;606;74.03.00;12.05;13.02;00.00;17.04
36005022703;Bronx;Bronx;1871;817;1054;47.04.00;10.02;26.09.00;00.00;15.03;769;45673.0;9614.00.00;18038.0;3658.00.00;27.01.00;33.06.00;29.01.00;32.09.00;27.03.00;03.00;07.07;06.00;07.06;62.04.00;21.07;02.03;00.00;33.04.00;834;87.04.00;07.07;04.09;00.00;07.07
36005022800;Bronx;Bronx;6231;2961;3270;45.04.00;15.09;24.02.00;00.00;14.05;3781;45069.0;11303.0;23256.0;3451.00.00;17.06;32.08.00;31.02.00;28.05.00;23.09;06.06;09.08;15.09;05.01;60.00.00;11.05;02.06;04.09;44.03.00;2988;77.03.00;16.04;06.04;00.00;12.08
36005022901;Bronx;Bronx;5568;2681;2887;74.06.00;01.02;20.00;01.01;01.00;2571;24115.0;6826.00.00;12778.0;1784.00.00;36.04.00;49.03.00;12.02;39.08.00;22.02;05.05;20.03;12.06;01.00;63.07.00;15.03;01.01;06.03;36.03.00;2145;83.04.00;08.01;08.05;00.00;16.02
36005022902;Bronx;Bronx;3386;1364;2022;71.09.00;02.01;20.08;00.00;00.03;1510;24142.0;7428.00.00;11642.0;1810.00.00;34.06.00;56.04.00;14.05;43.09.00;24.01.00;06.00;11.05;13.08;02.03;64.02.00;13.05;00.00;06.02;40.03.00;1361;79.06.00;07.00;13.04;00.00;19.04
36005023000;Bronx;Bronx;3334;1595;1739;57.07.00;22.07;09.06;00.00;09.04;1896;43929.0;19129.0;17638.0;2718.00.00;23.05;34.08.00;25.07.00;24.04.00;29.04.00;05.08;14.07;22.03;06.03;63.02.00;03.08;00.00;04.05;44.00.00;1420;83.06.00;12.07;03.07;00.00;15.03
36005023100;Bronx;Bronx;1594;988;606;63.06.00;02.08;32.08.00;00.00;00.00;850;24250.0;15825.0;10136.0;1907.00.00;42.08.00;36.08.00;12.08;37.02.00;26.03.00;10.05;13.02;03.08;01.09;82.04.00;05.01;06.08;00.00;42.01.00;476;83.02.00;05.09;10.09;00.00;23.03
36005023200;Bronx;Bronx;2704;1345;1359;64.06.00;22.09;02.09;00.00;05.05;1407;44318.0;10356.0;22513.0;4308.00.00;23.04;30.02.00;22.04;28.01.00;27.00.00;13.00;09.05;33.03.00;08.04;48.04.00;07.01;00.05;02.02;46.08.00;1188;81.09.00;16.08;01.03;00.00;17.06
36005023301;Bronx;Bronx;4356;2012;2344;74.05.00;00.00;24.08.00;00.00;00.00;2094;26250.0;5052.00.00;12713.0;1830.00.00;36.06.00;54.08.00;14.00;42.09.00;17.08;10.08;14.05;10.01;12.00;62.08.00;05.08;05.03;04.00;38.07.00;1835;84.03.00;08.01;07.06;00.00;13.02
36005023302;Bronx;Bronx;3614;1673;1941;77.01.00;00.03;21.01;00.00;01.06;1452;22566.0;8178.00.00;10361.0;2073.00.00;50.01.00;63.08.00;12.07;44.05.00;22.02;08.02;12.04;05.06;02.05;72.02.00;11.02;01.00;07.05;44.01.00;1278;85.01.00;07.01;07.08;00.00;14.00
36005023501;Bronx;Bronx;3044;1405;1639;85.00.00;00.09;12.02;00.00;00.06;1329;27316.0;10692.0;13906.0;2429.00.00;50.08.00;76.05.00;13.00;39.01.00;25.08.00;09.08;12.03;21.07;01.08;57.06.00;09.04;08.01;01.05;37.05.00;1376;83.06.00;08.06;06.03;01.04;10.02
36005023502;Bronx;Bronx;4706;2245;2461;77.02.00;03.00;16.05;00.00;01.05;2198;21582.0;2792.00.00;12317.0;1563.00.00;41.08.00;54.01.00;12.06;38.02.00;23.00;09.01;17.01;08.08;03.01;75.00.00;07.00;00.00;06.00;40.07.00;1790;82.06.00;08.04;09.00;00.00;17.01
36005023600;Bronx;Bronx;2275;1125;1150;54.00.00;29.08.00;08.02;00.00;07.09;1161;40903.0;3595.00.00;15934.0;2750.00.00;32.02.00;49.02.00;14.00;37.04.00;23.02;11.05;13.08;19.00;07.04;60.01.00;11.09;00.05;01.01;40.05.00;998;80.02.00;14.04;05.04;00.00;13.03
36005023702;Bronx;Bronx;1216;655;561;73.09.00;02.05;20.01;00.00;00.03;514;32500.0;7283.00.00;13510.0;2262.00.00;35.01.00;62.04.00;07.05;56.03.00;23.00;08.02;05.01;10.05;03.06;78.02.00;05.05;00.00;02.03;46.00.00;549;88.03.00;11.07;00.00;00.00;13.08
